时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮
02/12/2011 21:00:00,13.7,6.65,85,25,7.46,3.3,0.063,0.09
02/13/2011 00:00:00,13.3,6.61,85,20,6.75,3.13,0.055,0.025
02/13/2011 03:00:00,13.1,6.61,72,54,8.19,3.73,0.08,0.21
02/13/2011 06:00:00,12.7,6.62,83,23,7.36,3.19,0.062,0.05
02/13/2011 09:00:00,12.2,6.58,83,20,6.76,3.19,0.056,0.025
02/13/2011 12:00:00,11.8,6.66,80,37,8.16,3.69,0.085,0.19
02/13/2011 15:00:00,11.8,6.62,82,23,7.67,3.18,0.06,0.025
02/13/2011 18:00:00,11.4,6.58,82,20,7.24,2.99,0.055,0.025
02/13/2011 21:00:00,10.9,6.56,83,18,7.03,4.89,0.129,0.34
02/14/2011 00:00:00,10.6,6.62,82,29,8.36,3.57,0.075,0.14
02/14/2011 03:00:00,10.3,6.59,83,23,7.81,3.17,0.062,0.025
02/14/2011 06:00:00,10,6.57,84,20,7.18,3.19,0.059,0.025
02/14/2011 09:00:00,9.6,6.56,84,18,7.05,2.93,0.054,0.025
02/14/2011 12:00:00,9.9,6.54,84,17,7.15,4.3,0.106,0.24
02/14/2011 15:00:00,11.2,6.58,84,27,8.25,3.35,0.064,0.1
02/14/2011 18:00:00,12.2,6.53,83,21,7.03,4.39,0.147,0.37
02/14/2011 21:00:00,11.5,6.57,83,35,8.14,3.68,0.079,0.17
02/15/2011 00:00:00,10.7,6.54,83,25,7.42,3.22,0.068,0.05
02/15/2011 03:00:00,10,6.51,83,22,7.07,3.11,0.064,0.025
02/15/2011 06:00:00,9.6,6.5,83,19,6.86,2.96,0.058,0.025
02/15/2011 09:00:00,9.2,6.5,83,18,7.03,5.43,0.157,0.35
02/15/2011 12:00:00,9.3,6.57,85,41,9.26,3.59,0.083,0.15
02/15/2011 15:00:00,9.4,6.54,85,26,8.33,3.26,0.063,0.09
02/15/2011 18:00:00,9.2,6.52,85,22,7.62,3.04,0.06,0.025
02/15/2011 21:00:00,9,6.56,86,44,9.46,3.64,0.087,0.22
02/16/2011 00:00:00,9.1,6.53,86,29,8.72,4.74,0.147,0.31
02/16/2011 03:00:00,9,6.53,84,40,8.5,3.32,0.078,0.17
02/16/2011 06:00:00,8.9,6.5,85,30,7.64,3.04,0.064,0.06
02/16/2011 09:00:00,8.8,6.48,85,25,7.5,2.99,0.058,0.025
02/16/2011 12:00:00,9,6.47,85,22,7.05,4.54,0.147,0.32
02/16/2011 15:00:00,9.1,6.53,90,43,9.18,3.34,0.077,0.17
02/16/2011 18:00:00,9.3,6.5,89,28,8.43,3.14,0.064,0.06
02/16/2011 21:00:00,9.4,6.54,94,65,9.79,3.99,0.116,0.23
02/17/2011 00:00:00,9.4,6.5,94,31,8.46,3.08,0.068,0.09
02/17/2011 03:00:00,9.5,6.46,93,25,7.57,3.04,0.062,0.05
02/17/2011 06:00:00,9.5,6.44,93,22,7.37,2.93,0.058,0.025
02/17/2011 09:00:00,9.6,6.43,93,20,7.14,4.88,0.174,0.36
02/17/2011 12:00:00,9.8,6.49,95,42,8.9,3.44,0.09,0.19
02/17/2011 15:00:00,10,6.45,95,30,7.71,3.12,0.067,0.16
02/17/2011 18:00:00,10.2,6.41,94,22,6.76,2.87,0.057,0.025
02/17/2011 21:00:00,10.2,6.49,97,56,9.02,3.67,0.097,0.28
02/18/2011 00:00:00,10.2,6.43,96,28,8.06,3.16,0.069,0.1
02/18/2011 03:00:00,10.2,6.49,95,59,9.14,3.57,0.103,0.29
02/18/2011 06:00:00,10.2,6.45,95,29,8.07,3.2,0.069,0.12
02/18/2011 09:00:00,10.2,6.41,95,24,6.87,4.28,0.141,0.44
02/18/2011 12:00:00,10.3,6.48,93,43,8.98,3.28,0.077,0.16
02/18/2011 15:00:00,10.6,6.43,93,28,7.72,3,0.067,0.08
02/18/2011 18:00:00,10.7,6.4,93,24,7,4.92,0.161,0.4
02/18/2011 21:00:00,10.6,6.54,92,48,9.23,3.61,0.088,0.17
02/19/2011 00:00:00,10.5,6.39,91,31,7.46,3.15,0.069,0.05
02/19/2011 03:00:00,10.5,6.44,87,52,9.03,3.29,0.087,0.25
02/19/2011 06:00:00,10.4,6.39,87,30,7.91,3.3,0.069,0.09
02/19/2011 09:00:00,10.4,6.37,86,26,7.05,4.78,0.188,0.46
02/19/2011 12:00:00,10.4,6.42,85,56,9.43,3.32,0.091,0.22
02/19/2011 15:00:00,10.6,6.37,85,32,7.69,3.05,0.064,0.13
02/19/2011 18:00:00,10.9,6.34,84,1,6.81,3.89,0.126,0.28
02/19/2011 21:00:00,10.9,6.38,85,40,8.36,3.2,0.076,0.14
02/20/2011 00:00:00,10.9,6.34,85,27,7.34,3.01,0.067,0.05
02/20/2011 03:00:00,10.9,6.41,87,57,10.31,3.18,0.089,0.19
02/20/2011 06:00:00,10.9,6.36,87,30,9.02,3.06,0.068,0.06
02/20/2011 09:00:00,10.9,6.35,87,26,8.5,2.82,0.057,0.025
02/20/2011 12:00:00,11,6.42,89,51,9.07,3.55,0.086,0.12
02/20/2011 15:00:00,11.7,6.39,89,31,7.51,3.14,0.064,0.08
02/20/2011 18:00:00,12.2,6.36,89,27,7.59,4.42,0.134,0.28
02/20/2011 21:00:00,12,6.43,92,47,7.96,3.29,0.07,0.11
02/21/2011 00:00:00,11.9,6.4,92,28,7.07,3.26,0.063,0.025
02/21/2011 03:00:00,11.8,6.41,89,56,8.29,3.34,0.078,0.15
02/21/2011 06:00:00,11.8,6.38,90,31,7.59,2.99,0.061,0.08
02/21/2011 09:00:00,11.6,6.37,90,25,7.49,3.84,0.114,0.2
02/21/2011 12:00:00,12,6.39,87,41,7.87,2.99,0.068,0.11
02/21/2011 15:00:00,13.2,6.36,87,30,7.07,2.85,0.065,0.025
02/21/2011 18:00:00,14.1,6.34,86,25,6.36,2.94,0.06,0.025
02/21/2011 21:00:00,13.6,6.33,88,21,6.15,4.5,0.146,0.23
02/22/2011 00:00:00,13,6.37,86,41,7.98,4.09,0.124,0.1
02/22/2011 03:00:00,12.6,6.38,87,35,8.31,3.52,0.106,0.025
02/22/2011 06:00:00,12.4,6.4,87,31,8.86,3.46,0.087,0.025
02/22/2011 09:00:00,12,6.39,88,28,8.57,4.63,0.165,0.27
02/22/2011 12:00:00,12.5,6.4,86,50,8.54,3.74,0.125,0.13
02/22/2011 15:00:00,13.9,6.39,86,30,8.05,4,0.128,0.16
02/22/2011 18:00:00,14.8,6.38,88,37,7.08,3.76,0.109,0.09
02/22/2011 21:00:00,14.5,6.39,90,48,7.35,4.25,0.117,0.16
02/23/2011 00:00:00,14.4,6.4,90,31,7.46,3.86,0.1,0.06
02/23/2011 03:00:00,14.3,6.41,90,27,7.73,3.61,0.086,0.025
02/23/2011 06:00:00,14.2,6.4,90,25,7.73,3.56,0.076,0.025
02/23/2011 09:00:00,14.2,6.41,90,23,7.79,3.38,0.076,0.025
02/23/2011 12:00:00,14.7,6.41,90,24,7.78,3.45,0.07,0.025
02/23/2011 15:00:00,15,6.37,86,30,5.38,4.12,0.09,0.42
02/23/2011 18:00:00,15.2,6.37,88,20,5.5,3.89,0.081,0.16
02/23/2011 21:00:00,15.1,6.4,86,25,5.57,3.83,0.082,0.36
02/24/2011 00:00:00,14.9,6.38,87,21,6.12,3.8,0.079,0.11
02/24/2011 03:00:00,14.9,6.4,88,19,6.27,3.76,0.071,0.05
02/24/2011 06:00:00,14.8,6.4,88,18,6.47,3.6,0.07,0.025
02/24/2011 09:00:00,14.8,6.39,88,19,6.52,3.66,0.07,0.025
02/24/2011 12:00:00,14.9,6.4,88,18,6.74,3.76,0.081,0.46
02/24/2011 15:00:00,15,6.36,84,21,5.57,3.49,0.071,0.17
02/24/2011 18:00:00,15.2,6.37,86,19,5.9,3.34,0.063,0.07
02/24/2011 21:00:00,15.2,6.36,86,19,5.93,3.39,0.06,0.025
02/25/2011 00:00:00,15.2,6.37,86,19,6.12,3.31,0.056,0.025
02/25/2011 03:00:00,15.2,6.38,86,18,6.34,3.2,0.055,0.025
02/25/2011 06:00:00,15.2,6.36,87,18,6.31,3.36,0.057,0.025
02/25/2011 09:00:00,15.1,6.35,83,21,5.38,3.75,0.084,0.32
02/25/2011 12:00:00,15.7,6.35,85,19,5.63,3.42,0.075,0.14
02/25/2011 15:00:00,16.9,6.35,84,19,5.15,3.34,0.072,0.07
02/25/2011 18:00:00,18.1,6.35,85,20,4.98,3.29,0.068,0.025
02/25/2011 21:00:00,18.1,6.4,91,22,4.61,4.61,0.08,0.38
02/26/2011 00:00:00,18.2,6.4,93,20,4.56,4.34,0.07,0.11
02/26/2011 03:00:00,17.9,6.39,94,20,4.5,4.15,0.062,0.11
02/26/2011 06:00:00,17.6,6.39,94,20,4.52,3.88,0.056,0.025
02/26/2011 09:00:00,17.3,6.39,95,20,4.89,3.79,0.099,0.5
02/26/2011 12:00:00,18.2,6.37,83,19,4.73,3.31,0.077,0.21
02/26/2011 15:00:00,19.9,6.35,84,18,4.79,3.27,0.072,0.12
02/26/2011 18:00:00,21.7,6.36,86,17,5.26,3.06,0.069,0.06
02/26/2011 21:00:00,,,,,,3.65,0.086,0.26
02/27/2011 00:00:00,,,,,,3.36,0.072,0.15
02/27/2011 03:00:00,,,,,,3.29,0.072,0.06
02/27/2011 06:00:00,,,,,,3.3,0.067,0.025
02/27/2011 09:00:00,,,,,,3.67,0.085,0.12
02/27/2011 12:00:00,,,,,,3.16,0.056,0.07
02/27/2011 15:00:00,22.2,6.43,85,27,6.77,2.93,0.05,0.06
02/27/2011 18:00:00,23.9,6.3,85,24,6.08,3.02,0.049,0.025
02/27/2011 21:00:00,23.6,6.31,63,68,5.26,3.6,0.073,0.18
02/28/2011 00:00:00,22.6,6.28,85,26,5.44,3.49,0.058,0.08
02/28/2011 03:00:00,22,6.27,86,24,5.6,3.27,0.05,0.05
02/28/2011 06:00:00,21.6,6.28,88,22,5.67,3.07,0.044,0.025
02/28/2011 09:00:00,21.2,6.29,88,20,5.74,5.57,0.156,0.29
02/28/2011 12:00:00,21.5,6.28,82,42,5.62,3.41,0.065,0.15
02/28/2011 15:00:00,24.1,6.29,84,28,5.4,3.06,0.054,0.07
02/28/2011 18:00:00,25.9,6.3,85,26,4.99,3.08,0.05,0.06
02/28/2011 21:00:00,25.4,6.3,86,23,5.11,5.86,0.207,0.22
03/01/2011 00:00:00,24.5,7.1,127,29,5.02,2.26,0.096,0.18
03/01/2011 03:00:00,24.1,6.41,87,25,5.45,1.8,0.073,0.025
03/01/2011 06:00:00,23.3,6.35,89,24,5.72,1.5,0.063,0.025
03/01/2011 09:00:00,22.6,6.35,90,22,5.89,1.5,0.106,0.27
03/01/2011 12:00:00,22.4,6.31,84,33,5.62,1.8,0.062,0.08
03/01/2011 15:00:00,21.7,6.31,88,26,6.08,1.54,0.061,0.025
03/01/2011 18:00:00,20.9,6.3,89,23,6.3,1.47,0.052,0.29
03/01/2011 21:00:00,20.1,6.31,86,37,5.6,2.37,0.07,0.12
03/02/2011 00:00:00,19.3,6.31,83,39,5.92,1.72,0.07,0.13
03/02/2011 03:00:00,18.5,6.33,88,26,6.73,1.62,0.056,0.025
03/02/2011 06:00:00,17.9,6.32,89,25,7.04,1.61,0.052,0.025
03/02/2011 09:00:00,17.2,6.35,91,22,7.14,3.27,0.107,0.21
03/02/2011 12:00:00,16.7,6.33,87,37,6.45,2.17,0.063,0.1
03/02/2011 15:00:00,16.8,6.34,91,28,6.78,1.79,0.052,0.025
03/02/2011 18:00:00,17,6.35,93,25,6.76,3.35,0.115,0.25
03/02/2011 21:00:00,16.7,6.35,91,40,6.6,2.08,0.065,0.09
03/03/2011 00:00:00,16.4,6.37,93,29,6.74,1.76,0.047,0.025
03/03/2011 03:00:00,16.1,6.38,94,26,6.76,1.65,0.044,0.025
03/03/2011 06:00:00,15.7,6.38,94,24,6.86,1.53,0.041,0.025
03/03/2011 09:00:00,15.3,6.39,95,22,6.99,3.28,0.135,0.22
03/03/2011 12:00:00,15.1,6.34,88,45,6.99,1.82,0.068,0.09
03/03/2011 15:00:00,15.1,6.33,90,32,7.22,1.53,0.05,0.025
03/03/2011 18:00:00,14.8,6.36,90,26,7.3,2.39,0.092,0.14
03/03/2011 21:00:00,14.4,6.33,87,34,7.21,1.82,0.054,0.025
03/04/2011 00:00:00,14,6.33,89,28,7.43,2.25,0.088,0.14
03/04/2011 03:00:00,13.7,6.29,87,33,7.68,1.65,0.059,0.025
03/04/2011 06:00:00,13.3,6.3,89,28,7.94,1.48,0.048,0.025
03/04/2011 09:00:00,12.9,6.3,89,25,8.07,2.48,0.139,0.17
03/04/2011 12:00:00,12.6,6.31,89,38,7.29,1.74,0.069,0.11
03/04/2011 15:00:00,13.4,6.3,90,27,7.35,1.4,0.05,0.025
03/04/2011 18:00:00,14.7,6.32,89,25,7.05,1.95,0.065,0.09
03/04/2011 21:00:00,14.4,6.32,91,28,7.04,1.57,0.049,0.025
03/05/2011 00:00:00,13.7,6.32,91,24,7.29,4.34,0.112,0.16
03/05/2011 03:00:00,13.2,6.31,92,26,5.83,2.57,0.06,0.08
03/05/2011 06:00:00,12.7,6.3,92,23,5.97,2.14,0.043,0.025
03/05/2011 09:00:00,12.3,6.3,91,21,6.18,2.28,0.075,0.09
03/05/2011 12:00:00,12.8,6.3,92,31,7.64,1.68,0.045,0.025
03/05/2011 15:00:00,13.6,6.3,91,25,7.45,1.49,0.036,0.025
03/05/2011 18:00:00,13.9,6.29,92,23,7.34,2.8,0.106,0.18
03/05/2011 21:00:00,13.8,6.32,98,34,7.43,3.04,0.106,0.22
03/06/2011 00:00:00,13.6,6.3,99,37,7.54,1.92,0.057,0.07
03/06/2011 03:00:00,13.4,6.28,100,27,7.4,1.5,0.044,0.025
03/06/2011 06:00:00,13.2,6.29,100,24,7.36,1.54,0.038,0.025
03/06/2011 09:00:00,13,6.3,101,22,7.23,2.6,0.103,0.15
03/06/2011 12:00:00,13.3,6.28,98,34,7.56,2.33,0.094,0.21
03/06/2011 15:00:00,14.7,6.32,99,39,7.04,1.62,0.053,0.07
03/06/2011 18:00:00,15.1,6.32,97,28,6.43,1.31,0.044,0.025
03/06/2011 21:00:00,14.7,6.31,97,23,6.74,1.84,0.075,0.09
03/07/2011 00:00:00,14.6,6.28,97,32,6.92,1.55,0.046,0.025
03/07/2011 03:00:00,14.4,6.28,98,16,6.94,1.8,0.06,0.08
03/07/2011 06:00:00,14.2,6.27,98,27,7.2,1.4,0.044,0.025
03/07/2011 09:00:00,13.9,6.26,97,24,7.24,2.69,0.1,0.21
03/07/2011 12:00:00,13.7,6.26,99,37,7.41,1.58,0.053,0.07
03/07/2011 15:00:00,14.2,6.29,99,26,7.17,1.29,0.043,0.025
03/07/2011 18:00:00,15.1,6.28,97,24,6.83,1.43,0.04,0.025
03/07/2011 21:00:00,14.9,6.27,98,22,6.65,1.26,0.039,0.08
03/08/2011 00:00:00,14.1,6.27,99,53,7.09,1.71,0.062,0.06
03/08/2011 03:00:00,13.5,6.26,100,30,7.26,1.38,0.045,0.025
03/08/2011 06:00:00,13.1,6.25,101,26,7.26,1.35,0.044,0.025
03/08/2011 09:00:00,12.7,6.26,101,24,7.26,2.09,0.097,0.11
03/08/2011 12:00:00,13.1,6.26,101,33,7.83,1.37,0.051,0.025
03/08/2011 15:00:00,14.8,6.24,100,26,7.24,1.05,0.044,0.025
03/08/2011 18:00:00,16.1,6.22,100,25,6.87,1.09,0.043,0.025
03/08/2011 21:00:00,15.9,6.22,101,24,6.85,1.75,0.075,0.07
03/09/2011 00:00:00,15.2,6.22,101,32,7.08,1.46,0.051,0.025
03/09/2011 03:00:00,14.7,6.2,102,28,7.14,1.18,0.048,0.025
03/09/2011 06:00:00,14,6.19,102,25,7.15,1.2,0.044,0.025
03/09/2011 09:00:00,13.3,6.18,102,24,7.18,1.92,0.097,0.12
03/09/2011 12:00:00,13.6,6.2,101,40,7.36,1.34,0.055,0.025
03/09/2011 15:00:00,15,6.22,105,44,7.13,1.55,0.056,0.025
03/09/2011 18:00:00,15.3,6.19,103,28,6.68,1.43,0.046,0.025
03/09/2011 21:00:00,15.3,6.16,103,15,6.44,1.58,0.053,0.025
03/10/2011 00:00:00,15,6.18,105,26,6.84,1.43,0.041,0.025
03/10/2011 03:00:00,14.8,6.16,105,23,6.69,1.32,0.041,0.025
03/10/2011 06:00:00,14.6,6.16,105,24,6.65,1.35,0.036,0.025
03/10/2011 09:00:00,14.3,6.15,105,21,6.6,1.9,0.082,0.13
03/10/2011 12:00:00,14.7,6.16,103,31,7.06,1.35,0.049,0.025
03/10/2011 15:00:00,15.7,6.16,102,16,6.8,1.64,0.059,0.05
03/10/2011 18:00:00,16.2,6.16,106,27,6.52,1.71,0.047,1.01
03/10/2011 21:00:00,16,6.14,106,25,6.33,1.89,0.075,0.93
03/11/2011 00:00:00,15.7,6.13,105,32,6.7,1.58,0.051,0.87
03/11/2011 03:00:00,15.5,6.13,106,27,6.59,0.25,0.044,0.89
03/11/2011 06:00:00,15.2,6.13,105,24,6.5,1.2,0.039,0.91
03/11/2011 09:00:00,15,6.11,106,24,6.59,2.83,0.102,0.33
03/11/2011 12:00:00,15,6.15,107,46,7.05,1.76,0.056,0.14
03/11/2011 15:00:00,15.2,6.13,109,29,6.84,1.48,0.045,0.025
03/11/2011 18:00:00,15.1,6.13,109,26,6.71,3.08,0.125,0.22
03/11/2011 21:00:00,14.8,6.14,106,52,7.26,1.75,0.062,0.09
03/12/2011 00:00:00,14.5,6.12,107,21,7.23,1.73,0.066,0.09
03/12/2011 03:00:00,14.4,6.12,105,31,7.52,1.56,0.046,0.025
03/12/2011 06:00:00,14.2,6.11,106,27,7.41,1.29,0.039,0.025
03/12/2011 09:00:00,14,6.11,107,27,7.19,1.71,0.072,0.14
03/12/2011 12:00:00,14.1,6.12,104,35,7.35,1.48,0.047,0.025
03/12/2011 15:00:00,14.6,6.1,104,28,7,1.26,0.041,0.025
03/12/2011 18:00:00,14.7,6.08,105,27,6.83,1.96,0.074,0.16
03/12/2011 21:00:00,14.6,6.07,101,29,7.41,2.09,0.079,0.23
03/13/2011 00:00:00,14.5,6.06,100,41,7.48,1.62,0.056,0.06
03/13/2011 03:00:00,14.5,6.06,100,25,7.28,1.44,0.047,0.025
03/13/2011 06:00:00,14.4,6.05,101,25,7.09,1.12,0.042,0.025
03/13/2011 09:00:00,14.4,6.05,101,22,6.92,2.1,0.078,0.24
03/13/2011 12:00:00,14.7,6.07,104,31,7.23,1.58,0.053,0.07
03/13/2011 15:00:00,15.6,6.05,104,24,6.65,2.21,0.072,0.08
03/13/2011 18:00:00,16.5,6.05,105,27,6.61,1.68,0.048,0.025
03/13/2011 21:00:00,16.7,6.03,105,21,6.53,2.07,0.075,0.18
03/14/2011 00:00:00,16.5,6,103,30,6.89,1.64,0.051,0.05
03/14/2011 03:00:00,16.4,6,104,21,6.57,1.42,0.046,0.025
03/14/2011 06:00:00,16.4,5.99,104,21,6.35,1.38,0.042,0.025
03/14/2011 09:00:00,16.4,6,104,19,6.23,2,0.076,0.2
03/14/2011 12:00:00,17.1,5.99,99,30,6.73,2.4,0.093,0.16
03/14/2011 15:00:00,19.5,6.01,101,34,6.16,1.88,0.059,0.07
03/14/2011 18:00:00,20.7,6,99,23,5.58,2.74,0.09,0.22
03/14/2011 21:00:00,20.9,6.01,102,34,6.18,1.93,0.057,0.05
03/15/2011 00:00:00,20.9,6.01,98,36,6.13,1.98,0.055,0.07
03/15/2011 03:00:00,20.9,6,99,21,5.79,1.61,0.049,0.025
03/15/2011 06:00:00,20.6,5.99,100,20,5.61,1.45,0.045,0.025
03/15/2011 09:00:00,20.3,6.01,100,19,5.41,2.65,0.085,0.22
03/15/2011 12:00:00,19.9,5.99,97,29,6.22,1.77,0.054,0.07
03/15/2011 15:00:00,18.9,5.97,97,26,6.48,2.04,0.059,0.07
03/15/2011 18:00:00,17.8,5.96,101,25,6.64,3.74,0.089,0.23
03/15/2011 21:00:00,16.9,5.95,100,35,6.81,2.15,0.054,0.06
03/16/2011 00:00:00,16.1,5.98,104,28,7.02,4.41,0.109,0.2
03/16/2011 03:00:00,15.4,5.99,106,42,7.09,2.55,0.069,0.08
03/16/2011 06:00:00,14.8,5.97,109,31,7.28,1.86,0.058,0.025
03/16/2011 09:00:00,14.2,5.98,110,29,7.07,2.45,0.087,0.18
03/16/2011 12:00:00,14.1,6.3,110,36,7.38,3.41,0.096,0.21
03/16/2011 15:00:00,15,6.32,116,37,7.21,2.06,0.061,0.1
03/16/2011 18:00:00,15.8,6.34,116,28,6.62,1.78,0.053,0.025
03/16/2011 21:00:00,15.5,6.31,116,29,6.44,4.12,0.101,0.19
03/17/2011 00:00:00,14.9,6.32,116,43,7.21,2.42,0.06,0.06
03/17/2011 03:00:00,14.5,6.31,119,41,7.01,2.04,0.052,0.025
03/17/2011 06:00:00,14,6.3,121,26,6.98,1.63,0.046,0.025
03/17/2011 09:00:00,13.6,6.26,122,23,6.91,3.55,0.096,0.21
03/17/2011 12:00:00,13.8,6.34,117,40,7.83,2.11,0.06,0.025
03/17/2011 15:00:00,15.1,6.37,116,30,7.43,1.54,0.049,0.025
03/17/2011 18:00:00,15.7,6.37,116,24,7.09,3.61,0.098,0.12
03/17/2011 21:00:00,15.6,6.37,120,39,7.5,2.63,0.069,0.025
03/18/2011 00:00:00,15.2,6.37,119,30,7.09,3.24,0.12,0.21
03/18/2011 03:00:00,15.1,6.36,121,37,7.53,2.55,0.075,0.08
03/18/2011 06:00:00,14.8,6.36,122,24,7.15,2.14,0.063,0.025
03/18/2011 09:00:00,14.6,6.36,123,25,6.9,3.01,0.094,0.18
03/18/2011 12:00:00,14.6,6.42,122,31,7.46,2.26,0.068,0.07
03/18/2011 15:00:00,14,6.38,124,26,7.34,2.03,0.056,0.025
03/18/2011 18:00:00,14.3,6.4,124,25,7.03,4.83,0.119,0.19
03/18/2011 21:00:00,13.9,6.36,124,43,8.2,2.96,0.081,0.07
03/19/2011 00:00:00,13.6,6.36,124,32,7.95,2.2,0.067,0.025
03/19/2011 03:00:00,13.4,6.38,126,26,7.78,1.93,0.058,0.025
03/19/2011 06:00:00,13.2,6.4,126,28,7.52,1.88,0.056,0.025
03/19/2011 09:00:00,13,6.37,126,22,7.45,1.84,0.054,0.025
03/19/2011 12:00:00,13.1,6.35,128,21,7.47,3.11,0.096,0.11
03/19/2011 15:00:00,13.5,6.33,123,33,7.71,2.19,0.066,0.025
03/19/2011 18:00:00,14,6.32,122,29,7.28,5.37,0.18,0.025
03/19/2011 21:00:00,13.9,6.3,113,68,8.09,3,0.129,0.025
03/20/2011 00:00:00,13.9,6.3,114,44,7.67,2.08,0.084,0.025
03/20/2011 03:00:00,14,6.3,114,38,7.16,2.07,0.075,0.025
03/20/2011 06:00:00,14.1,6.27,114,28,6.91,2.01,0.062,0.025
03/20/2011 09:00:00,14.2,6.28,114,29,6.82,5.42,0.286,0.025
03/20/2011 12:00:00,15,6.27,106,112,7.55,3.05,0.16,0.025
03/20/2011 15:00:00,16.5,6.25,103,65,6.58,2.11,0.1,0.025
03/20/2011 18:00:00,18.3,6.22,101,46,5.2,3.89,0.203,0.025
03/20/2011 21:00:00,18.8,6.2,100,69,6.4,2.55,0.127,0.025
03/21/2011 00:00:00,18.9,6.2,100,46,5.65,2.12,0.091,0.025
03/21/2011 03:00:00,18.9,6.16,100,31,4.99,1.8,0.076,0.025
03/21/2011 06:00:00,18.8,6.14,100,35,4.61,1.68,0.065,0.025
03/21/2011 09:00:00,18.8,6.14,100,31,4.2,3.42,0.174,0.025
03/21/2011 12:00:00,19.8,6.19,91,67,7.04,2.12,0.106,0.025
03/21/2011 15:00:00,22.7,6.2,89,47,5.58,1.87,0.084,0.025
03/21/2011 18:00:00,24.1,6.16,89,41,4.46,3.15,0.134,0.025
03/21/2011 21:00:00,24,6.21,91,56,5.05,2.29,0.097,0.025
03/22/2011 00:00:00,23,6.17,88,90,6.78,2.63,0.111,0.025
03/22/2011 03:00:00,21.9,6.18,93,38,5.81,2.06,0.082,0.025
03/22/2011 06:00:00,21.1,6.19,95,24,5.73,1.83,0.075,0.025
03/22/2011 09:00:00,20.3,6.19,98,31,5.72,4.44,0.18,0.025
03/22/2011 12:00:00,19.3,6.22,98,69,7.82,3.07,0.107,0.14
03/22/2011 15:00:00,18.7,6.27,104,40,7.62,2.5,0.08,0.025
03/22/2011 18:00:00,17.9,6.29,107,31,7.16,4.57,0.162,0.42
03/22/2011 21:00:00,17.3,6.36,108,59,8.32,3.64,0.135,0.23
03/23/2011 00:00:00,16.5,6.34,110,44,8.63,2.69,0.094,0.025
03/23/2011 03:00:00,15.8,6.33,110,36,8.45,2.51,0.082,0.025
03/23/2011 06:00:00,15.3,6.32,114,31,8.27,2.13,0.071,0.025
03/23/2011 09:00:00,14.8,6.32,114,28,8.11,3.33,0.184,0.28
03/23/2011 12:00:00,14.6,6.29,110,64,9.51,2.41,0.12,0.06
03/23/2011 15:00:00,15.1,6.29,111,46,9.06,1.94,0.086,0.025
03/23/2011 18:00:00,15.3,6.32,110,41,8.53,1.84,0.082,0.025
03/23/2011 21:00:00,15,6.25,115,96,9.34,2.88,0.124,0.12
03/24/2011 00:00:00,14.8,6.25,116,46,8.71,3.67,0.168,0.3
03/24/2011 03:00:00,14.4,6.23,114,58,9.4,2.49,0.108,0.07
03/24/2011 06:00:00,14.1,6.22,114,40,8.8,2.21,0.087,0.025
03/24/2011 09:00:00,13.7,6.21,114,35,8.42,3.11,0.153,0.3
03/24/2011 12:00:00,13.8,6.22,114,47,9.81,2.16,0.101,0.07
03/24/2011 15:00:00,14.8,6.22,114,39,9.07,1.89,0.076,0.025
03/24/2011 18:00:00,15.7,6.21,112,32,8.22,3.41,0.153,0.19
03/24/2011 21:00:00,15.2,6.23,114,51,9.19,2.48,0.153,0.05
03/25/2011 00:00:00,15.1,6.23,115,37,8.55,2.13,0.082,0.025
03/25/2011 03:00:00,15,6.22,117,3,8.31,3.12,0.146,0.1
03/25/2011 06:00:00,14.9,6.21,112,40,9.15,2.26,0.093,0.025
03/25/2011 09:00:00,14.7,6.19,113,37,8.73,1.76,0.076,0.025
03/25/2011 12:00:00,15.3,6.2,115,10,8.46,2.59,0.116,0.08
03/25/2011 15:00:00,16.6,6.17,111,37,8.81,1.99,0.088,0.025
03/25/2011 18:00:00,17.5,6.19,109,26,7.86,4.44,0.199,0.32
03/25/2011 21:00:00,17.3,6.19,114,73,8.93,2.74,0.117,0.06
03/26/2011 00:00:00,16.9,6.17,119,35,8.27,2.06,0.086,0.025
03/26/2011 03:00:00,16.4,6.16,116,33,8.04,1.85,0.074,0.025
03/26/2011 06:00:00,15.9,6.16,119,30,8.02,1.8,0.069,0.025
03/26/2011 09:00:00,15.5,6.18,118,28,8.29,3.13,0.137,0.09
03/26/2011 12:00:00,15.1,6.16,118,49,9.67,3.45,0.15,0.22
03/26/2011 15:00:00,15,6.16,119,53,10.37,2.68,0.094,0.025
03/26/2011 18:00:00,15.4,6.14,121,34,9.66,2.26,0.078,0.025
03/26/2011 21:00:00,15.1,6.14,123,23,9.47,2.84,0.128,0.08
03/27/2011 00:00:00,14.8,6.13,121,40,10.51,2.34,0.095,0.025
03/27/2011 03:00:00,14.5,6.08,124,16,10.25,2.76,0.14,0.05
03/27/2011 06:00:00,14.3,6.09,124,50,11.81,2.11,0.087,0.025
03/27/2011 09:00:00,13.7,6.07,124,38,11.12,2.8,0.127,0.17
03/27/2011 12:00:00,13.8,6.09,123,45,11.21,2.18,0.087,0.025
03/27/2011 15:00:00,14.5,6.07,124,36,10.33,1.89,0.077,0.025
03/27/2011 18:00:00,,,,,,1.84,0.068,0.025
